Id	Cluster	Interpretation	Family
149882	32	Consumption	Oil
149854	25	Tank pressure	Oil
149901	11	Out of normal range	Monitoring
149885	2	Acquisition loop	Monitoring
149859	30	Temperature	Turbine
149926	13	Lean/Lean mode	Combustion
149917	11	Out of normal range	Monitoring
149938	1	Vibration	Turbine
149955	35	Supply temperature	Oil
149929	5	Speed shaft	GearBox
149919	29	Fuel gas	Combustion
149903	24	Temperature	Bearing
149949	1	Vibration	Turbine
149958	2	Acquisition loop	Monitoring
149951	9	High standard deviation	Monitoring
149999	13	Lean/Lean mode	Combustion
149975	30	Temperature	Turbine
149941	29	Fuel gas	Combustion
149974	30	Temperature	Turbine
150008	14	Tank level	OIl
149953	4	Unrealistic trend	Monitoring
150015	30	Temperature	Turbine
150074	7	Sump/Scavange	Oil
150028	18	Ventilation	Turbine
150031	11	Out of normal range	Monitoring
150146	9	High standard deviation	Monitoring
150093	9	High standard deviation	Monitoring
150144	7	Sump/Scavange	Oil
150142	2	Acquisition loop	Monitoring
150103	30	Temperature	Turbine
150133	30	Temperature	Turbine
150145	5	Speed shaft	GearBox
150152	10	Drive end	Compressor
150126	14	Tank level	OIl
150155	25	Tank pressure	Oil
150140	22	Filter	Air
150149	2	Acquisition loop	Monitoring
150143	6	Antisurge	Valve
150160	35	Supply temperature	Oil
150233	13	Lean/Lean mode	Combustion
150221	25	Tank pressure	Oil
150260	17	Primary vent	Compressor
150264	16	ABAL system	Combustion
150219	10	Drive end	Compressor
150284	30	Temperature	Turbine
150331	9	High standard deviation	Monitoring
150337	30	Temperature	Turbine
150307	13	Lean/Lean mode	Combustion
150329	15	Speed	Clutch
150315	29	Fuel gas	Combustion
150317	2	Acquisition loop	Monitoring
150316	30	Temperature	Turbine
150341	4	Unrealistic trend	Monitoring
150348	30	Temperature	Turbine
150327	2	Acquisition loop	Monitoring
150319	29	Fuel gas	Combustion
150342	29	Fuel gas	Combustion
150314	2	Acquisition loop	Monitoring
150379	16	ABAL system	Combustion
150384	28	Flame	Combustion
150404	4	Unrealistic trend	Monitoring
150403	1	Vibration	Turbine
150413	7	Sump/Scavange	Oil
150430	15	Speed	Clutch
150431	34	Bleed	Valve
150398	30	Temperature	Turbine
150446	13	Lean/Lean mode	Combustion
150447	11	Out of normal range	Monitoring
150453	2	Acquisition loop	Monitoring
150522	30	Temperature	Turbine
150455	21	Gas	Turbine
150445	8	Mineral oil filter pressure	Oil
150484	29	Fuel gas	Combustion
150452	14	Tank level	OIl
150468	2	Acquisition loop	Monitoring
150439	15	Speed	Clutch
150562	2	Acquisition loop	Monitoring
150505	29	Fuel gas	Combustion
150506	11	Out of normal range	Monitoring
150444	12	Discharge temperature	Compressor
150514	4	Unrealistic trend	Monitoring
150550	2	Acquisition loop	Monitoring
150517	4	Unrealistic trend	Monitoring
150529	35	Supply temperature	Oil
150536	29	Fuel gas	Combustion
150547	14	Tank level	OIl
150554	29	Fuel gas	Combustion
150555	10	Drive end	Compressor
150575	29	Fuel gas	Combustion
150576	2	Acquisition loop	Monitoring
150544	35	Supply temperature	Oil
150565	17	Primary vent	Compressor
150603	2	Acquisition loop	Monitoring
150636	13	Lean/Lean mode	Combustion
150651	30	Temperature	Turbine
150646	2	Acquisition loop	Monitoring
150670	14	Tank level	OIl
150683	13	Lean/Lean mode	Combustion
150684	13	Lean/Lean mode	Combustion
150659	11	Out of normal range	Monitoring
150685	26	Gas	Seal
150674	18	Ventilation	Turbine
150694	4	Unrealistic trend	Monitoring
150710	26	Gas	Seal
150681	26	Gas	Seal
150701	9	High standard deviation	Monitoring
150699	25	Tank pressure	Oil
150703	9	High standard deviation	Monitoring
150743	21	Gas	Turbine
150759	19	 Exhaust thermocouple	Turbine
150763	30	Temperature	Turbine
150775	14	Tank level	OIl
150778	4	Unrealistic trend	Monitoring
150750	2	Acquisition loop	Monitoring
150783	30	Temperature	Turbine
150788	30	Temperature	Turbine
150771	26	Gas	Seal
150787	13	Lean/Lean mode	Combustion
150786	2	Acquisition loop	Monitoring
150801	15	Speed	Clutch
150830	9	High standard deviation	Monitoring
150814	9	High standard deviation	Monitoring
150816	29	Fuel gas	Combustion
150840	2	Acquisition loop	Monitoring
150877	9	High standard deviation	Monitoring
150892	17	Primary vent	Compressor
150888	17	Primary vent	Compressor
150875	26	Gas	Seal
150866	26	Gas	Seal
150872	9	High standard deviation	Monitoring
150878	13	Lean/Lean mode	Combustion
150883	26	Gas	Seal
150871	16	ABAL system	Combustion
150886	7	Sump/Scavange	Oil
150905	32	Consumption	Oil
150908	9	High standard deviation	Monitoring
150992	23	Resistence	Transmitter
150904	16	ABAL system	Combustion
150976	2	Acquisition loop	Monitoring
150907	30	Temperature	Turbine
150996	21	Gas	Turbine
150919	4	Unrealistic trend	Monitoring
150973	2	Acquisition loop	Monitoring
151008	29	Fuel gas	Combustion
150939	7	Sump/Scavange	Oil
151032	35	Supply temperature	Oil
150997	24	Temperature	Bearing
151000	30	Temperature	Turbine
151056	27	Damage	Bearing
151077	13	Lean/Lean mode	Combustion
151026	34	Bleed	Valve
151047	9	High standard deviation	Monitoring
151058	26	Gas	Seal
151057	7	Sump/Scavange	Oil
151020	5	Speed shaft	GearBox
151120	22	Filter	Air
151016	25	Tank pressure	Oil
151076	18	Ventilation	Turbine
151069	23	Resistence	Transmitter
151094	27	Damage	Bearing
151119	3	Header temperature	Oil
151126	2	Acquisition loop	Monitoring
151092	4	Unrealistic trend	Monitoring
151146	2	Acquisition loop	Monitoring
151147	22	Filter	Air
151139	9	High standard deviation	Monitoring
151138	24	Temperature	Bearing
151115	27	Damage	Bearing
151160	15	Speed	Clutch
151158	30	Temperature	Turbine
151232	9	High standard deviation	Monitoring
151193	17	Primary vent	Compressor
151187	30	Temperature	Turbine
151204	2	Acquisition loop	Monitoring
151207	5	Speed shaft	GearBox
151181	31	Significantly different	Monitoring
151174	30	Temperature	Turbine
151175	14	Tank level	OIl
151214	18	Ventilation	Turbine
151263	6	Antisurge	Valve
151184	30	Temperature	Turbine
151194	2	Acquisition loop	Monitoring
151183	21	Gas	Turbine
151261	2	Acquisition loop	Monitoring
151237	30	Temperature	Turbine
151273	2	Acquisition loop	Monitoring
151260	7	Sump/Scavange	Oil
151228	2	Acquisition loop	Monitoring
151285	7	Sump/Scavange	Oil
151283	2	Acquisition loop	Monitoring
151278	14	Tank level	OIl
151266	7	Sump/Scavange	Oil
151345	9	High standard deviation	Monitoring
151301	29	Fuel gas	Combustion
151295	2	Acquisition loop	Monitoring
151282	13	Lean/Lean mode	Combustion
151299	23	Resistence	Transmitter
151374	2	Acquisition loop	Monitoring
151383	7	Sump/Scavange	Oil
151388	14	Tank level	OIl
151397	9	High standard deviation	Monitoring
151382	34	Bleed	Valve
151386	21	Gas	Turbine
151426	17	Primary vent	Compressor
151417	4	Unrealistic trend	Monitoring
151387	16	ABAL system	Combustion
151420	13	Lean/Lean mode	Combustion
151389	2	Acquisition loop	Monitoring
151404	23	Resistence	Transmitter
151440	32	Consumption	Oil
151402	31	Significantly different	Monitoring
151434	10	Drive end	Compressor
151459	7	Sump/Scavange	Oil
151502	4	Unrealistic trend	Monitoring
151448	14	Tank level	OIl
154253	2	Acquisition loop	Monitoring
151528	14	Tank level	OIl
154259	18	Ventilation	Turbine
154261	22	Filter	Air
151507	2	Acquisition loop	Monitoring
151542	35	Supply temperature	Oil
151498	27	Damage	Bearing
151496	28	Flame	Combustion
151543	29	Fuel gas	Combustion
151529	2	Acquisition loop	Monitoring
151511	30	Temperature	Turbine
151563	1	Vibration	Turbine
151562	2	Acquisition loop	Monitoring
151582	22	Filter	Air
151548	7	Sump/Scavange	Oil
151576	11	Out of normal range	Monitoring
151594	24	Temperature	Bearing
151585	28	Flame	Combustion
151666	7	Sump/Scavange	Oil
151636	30	Temperature	Turbine
151660	4	Unrealistic trend	Monitoring
151665	9	High standard deviation	Monitoring
151684	34	Bleed	Valve
151707	23	Resistence	Transmitter
151697	18	Ventilation	Turbine
151734	12	Discharge temperature	Compressor
151723	1	Vibration	Turbine
151720	13	Lean/Lean mode	Combustion
151740	30	Temperature	Turbine
151738	12	Discharge temperature	Compressor
151741	13	Lean/Lean mode	Combustion
151766	13	Lean/Lean mode	Combustion
151776	9	High standard deviation	Monitoring
151779	30	Temperature	Turbine
151794	1	Vibration	Turbine
151795	9	High standard deviation	Monitoring
151815	31	Significantly different	Monitoring
151807	4	Unrealistic trend	Monitoring
151884	29	Fuel gas	Combustion
151883	30	Temperature	Turbine
151906	22	Filter	Air
151897	28	Flame	Combustion
151935	2	Acquisition loop	Monitoring
151944	18	Ventilation	Turbine
151946	18	Ventilation	Turbine
151943	35	Supply temperature	Oil
151898	14	Tank level	OIl
151989	22	Filter	Air
151955	3	Header temperature	Oil
151975	9	High standard deviation	Monitoring
151979	4	Unrealistic trend	Monitoring
151992	2	Acquisition loop	Monitoring
151974	30	Temperature	Turbine
152038	11	Out of normal range	Monitoring
152017	9	High standard deviation	Monitoring
152037	30	Temperature	Turbine
152016	30	Temperature	Turbine
152072	7	Sump/Scavange	Oil
152014	27	Damage	Bearing
152012	4	Unrealistic trend	Monitoring
152073	15	Speed	Clutch
152045	30	Temperature	Turbine
152023	26	Gas	Seal
152118	2	Acquisition loop	Monitoring
152160	4	Unrealistic trend	Monitoring
152120	19	 Exhaust thermocouple	Turbine
152095	30	Temperature	Turbine
152098	16	ABAL system	Combustion
152110	2	Acquisition loop	Monitoring
154171	35	Supply temperature	Oil
154173	30	Temperature	Turbine
154175	1	Vibration	Turbine
152183	35	Supply temperature	Oil
152129	2	Acquisition loop	Monitoring
152121	5	Speed shaft	GearBox
152189	35	Supply temperature	Oil
152186	7	Sump/Scavange	Oil
152193	10	Drive end	Compressor
152164	16	ABAL system	Combustion
152200	2	Acquisition loop	Monitoring
152219	4	Unrealistic trend	Monitoring
152216	14	Tank level	OIl
152238	8	Mineral oil filter pressure	Oil
152220	15	Speed	Clutch
152254	7	Sump/Scavange	Oil
152345	9	High standard deviation	Monitoring
152305	11	Out of normal range	Monitoring
152261	9	High standard deviation	Monitoring
152338	13	Lean/Lean mode	Combustion
152271	35	Supply temperature	Oil
152256	26	Gas	Seal
152301	2	Acquisition loop	Monitoring
152342	13	Lean/Lean mode	Combustion
152308	4	Unrealistic trend	Monitoring
152364	2	Acquisition loop	Monitoring
152335	30	Temperature	Turbine
152412	35	Supply temperature	Oil
152435	4	Unrealistic trend	Monitoring
152386	15	Speed	Clutch
152434	30	Temperature	Turbine
152436	29	Fuel gas	Combustion
152471	29	Fuel gas	Combustion
152421	28	Flame	Combustion
152466	9	High standard deviation	Monitoring
152462	11	Out of normal range	Monitoring
152437	23	Resistence	Transmitter
152540	4	Unrealistic trend	Monitoring
152463	16	ABAL system	Combustion
152502	15	Speed	Clutch
152485	22	Filter	Air
152481	9	High standard deviation	Monitoring
152464	16	ABAL system	Combustion
152492	1	Vibration	Turbine
152472	2	Acquisition loop	Monitoring
152476	15	Speed	Clutch
152539	17	Primary vent	Compressor
152501	30	Temperature	Turbine
152565	23	Resistence	Transmitter
152545	26	Gas	Seal
152584	2	Acquisition loop	Monitoring
152569	2	Acquisition loop	Monitoring
152600	23	Resistence	Transmitter
152597	29	Fuel gas	Combustion
152563	14	Tank level	OIl
152606	4	Unrealistic trend	Monitoring
152568	29	Fuel gas	Combustion
152604	30	Temperature	Turbine
152631	14	Tank level	OIl
152635	24	Temperature	Bearing
152585	9	High standard deviation	Monitoring
152601	14	Tank level	OIl
152650	22	Filter	Air
152638	9	High standard deviation	Monitoring
152626	29	Fuel gas	Combustion
152651	3	Header temperature	Oil
152621	10	Drive end	Compressor
152655	27	Damage	Bearing
152671	30	Temperature	Turbine
152633	6	Antisurge	Valve
152636	16	ABAL system	Combustion
152693	9	High standard deviation	Monitoring
152717	28	Flame	Combustion
152761	14	Tank level	OIl
152729	2	Acquisition loop	Monitoring
152743	2	Acquisition loop	Monitoring
152744	34	Bleed	Valve
152745	32	Consumption	Oil
152746	5	Speed shaft	GearBox
152747	35	Supply temperature	Oil
152736	4	Unrealistic trend	Monitoring
152781	35	Supply temperature	Oil
152759	16	ABAL system	Combustion
152787	23	Resistence	Transmitter
152752	4	Unrealistic trend	Monitoring
152813	4	Unrealistic trend	Monitoring
152803	14	Tank level	OIl
152820	29	Fuel gas	Combustion
152818	4	Unrealistic trend	Monitoring
152814	4	Unrealistic trend	Monitoring
152805	4	Unrealistic trend	Monitoring
152802	4	Unrealistic trend	Monitoring
152817	21	Gas	Turbine
152827	9	High standard deviation	Monitoring
152828	11	Out of normal range	Monitoring
152857	34	Bleed	Valve
152856	25	Tank pressure	Oil
152840	2	Acquisition loop	Monitoring
152846	14	Tank level	OIl
152859	30	Temperature	Turbine
152861	30	Temperature	Turbine
152874	15	Speed	Clutch
152871	9	High standard deviation	Monitoring
152870	26	Gas	Seal
152875	30	Temperature	Turbine
152895	29	Fuel gas	Combustion
152945	4	Unrealistic trend	Monitoring
152963	2	Acquisition loop	Monitoring
153009	30	Temperature	Turbine
153001	21	Gas	Turbine
153004	29	Fuel gas	Combustion
153005	21	Gas	Turbine
152999	21	Gas	Turbine
153031	2	Acquisition loop	Monitoring
153085	30	Temperature	Turbine
153012	9	High standard deviation	Monitoring
153042	9	High standard deviation	Monitoring
153066	11	Out of normal range	Monitoring
153043	28	Flame	Combustion
153103	29	Fuel gas	Combustion
153067	10	Drive end	Compressor
153112	24	Temperature	Bearing
153110	26	Gas	Seal
153148	7	Sump/Scavange	Oil
153106	24	Temperature	Bearing
153150	14	Tank level	OIl
153142	5	Speed shaft	GearBox
153170	2	Acquisition loop	Monitoring
153185	4	Unrealistic trend	Monitoring
153155	33	Inlet pressure	Air
153184	7	Sump/Scavange	Oil
153201	4	Unrealistic trend	Monitoring
153252	1	Vibration	Turbine
153211	19	 Exhaust thermocouple	Turbine
153267	9	High standard deviation	Monitoring
153245	25	Tank pressure	Oil
153258	3	Header temperature	Oil
153255	9	High standard deviation	Monitoring
153263	9	High standard deviation	Monitoring
153253	16	ABAL system	Combustion
153256	16	ABAL system	Combustion
153295	24	Temperature	Bearing
153250	24	Temperature	Bearing
153271	9	High standard deviation	Monitoring
153313	2	Acquisition loop	Monitoring
153289	4	Unrealistic trend	Monitoring
153338	1	Vibration	Turbine
153327	1	Vibration	Turbine
153336	7	Sump/Scavange	Oil
153334	12	Discharge temperature	Compressor
153357	21	Gas	Turbine
153342	23	Resistence	Transmitter
153386	30	Temperature	Turbine
153398	30	Temperature	Turbine
153347	7	Sump/Scavange	Oil
153348	14	Tank level	OIl
153367	35	Supply temperature	Oil
153406	35	Supply temperature	Oil
153382	4	Unrealistic trend	Monitoring
153425	4	Unrealistic trend	Monitoring
153432	10	Drive end	Compressor
153401	34	Bleed	Valve
153443	2	Acquisition loop	Monitoring
153426	2	Acquisition loop	Monitoring
153423	9	High standard deviation	Monitoring
153433	2	Acquisition loop	Monitoring
153468	27	Damage	Bearing
153446	9	High standard deviation	Monitoring
153429	4	Unrealistic trend	Monitoring
153484	35	Supply temperature	Oil
153471	20	Hydraulic oil filter pressure	Oil
153493	21	Gas	Turbine
153486	23	Resistence	Transmitter
153487	9	High standard deviation	Monitoring
153480	25	Tank pressure	Oil
153495	21	Gas	Turbine
153535	18	Ventilation	Turbine
153498	9	High standard deviation	Monitoring
153531	13	Lean/Lean mode	Combustion
153585	30	Temperature	Turbine
153529	21	Gas	Turbine
153541	11	Out of normal range	Monitoring
153575	9	High standard deviation	Monitoring
153576	24	Temperature	Bearing
153578	2	Acquisition loop	Monitoring
153636	24	Temperature	Bearing
153549	35	Supply temperature	Oil
153596	17	Primary vent	Compressor
153592	17	Primary vent	Compressor
153648	14	Tank level	OIl
153677	22	Filter	Air
153630	30	Temperature	Turbine
153639	30	Temperature	Turbine
153649	18	Ventilation	Turbine
153643	17	Primary vent	Compressor
153646	7	Sump/Scavange	Oil
153667	4	Unrealistic trend	Monitoring
153684	4	Unrealistic trend	Monitoring
153707	2	Acquisition loop	Monitoring
153762	17	Primary vent	Compressor
153729	16	ABAL system	Combustion
153743	30	Temperature	Turbine
153726	9	High standard deviation	Monitoring
153732	17	Primary vent	Compressor
153781	31	Significantly different	Monitoring
153744	32	Consumption	Oil
153769	13	Lean/Lean mode	Combustion
153760	29	Fuel gas	Combustion
153765	11	Out of normal range	Monitoring
153794	34	Bleed	Valve
153772	22	Filter	Air
153786	8	Mineral oil filter pressure	Oil
153770	30	Temperature	Turbine
154112	17	Primary vent	Compressor
153780	34	Bleed	Valve
153787	21	Gas	Turbine
153805	21	Gas	Turbine
153847	4	Unrealistic trend	Monitoring
153831	7	Sump/Scavange	Oil
153867	8	Mineral oil filter pressure	Oil
153862	30	Temperature	Turbine
153846	31	Significantly different	Monitoring
153845	34	Bleed	Valve
153874	1	Vibration	Turbine
153885	21	Gas	Turbine
153876	34	Bleed	Valve
153902	4	Unrealistic trend	Monitoring
153869	24	Temperature	Bearing
153945	30	Temperature	Turbine
153921	11	Out of normal range	Monitoring
153909	2	Acquisition loop	Monitoring
153943	21	Gas	Turbine
153941	25	Tank pressure	Oil
153939	25	Tank pressure	Oil
153952	27	Damage	Bearing
153936	30	Temperature	Turbine
153959	9	High standard deviation	Monitoring
153946	2	Acquisition loop	Monitoring
153947	30	Temperature	Turbine
153970	14	Tank level	OIl
153937	32	Consumption	Oil
153966	34	Bleed	Valve
154002	30	Temperature	Turbine
154114	7	Sump/Scavange	Oil
154000	4	Unrealistic trend	Monitoring
153974	28	Flame	Combustion
153999	4	Unrealistic trend	Monitoring
154081	1	Vibration	Turbine
154086	11	Out of normal range	Monitoring
154058	30	Temperature	Turbine
154100	25	Tank pressure	Oil
154054	4	Unrealistic trend	Monitoring
154079	16	ABAL system	Combustion
154090	18	Ventilation	Turbine
154118	22	Filter	Air
154140	9	High standard deviation	Monitoring
154116	16	ABAL system	Combustion
154117	30	Temperature	Turbine
154122	7	Sump/Scavange	Oil
154152	19	 Exhaust thermocouple	Turbine
154178	4	Unrealistic trend	Monitoring
154166	4	Unrealistic trend	Monitoring
154216	30	Temperature	Turbine
154177	30	Temperature	Turbine
154212	9	High standard deviation	Monitoring
154226	26	Gas	Seal
154305	29	Fuel gas	Combustion
154245	19	 Exhaust thermocouple	Turbine
154256	21	Gas	Turbine
154290	24	Temperature	Bearing
154269	9	High standard deviation	Monitoring
154306	6	Antisurge	Valve
154279	9	High standard deviation	Monitoring
154293	9	High standard deviation	Monitoring
154294	17	Primary vent	Compressor
154283	21	Gas	Turbine
154308	30	Temperature	Turbine
154328	30	Temperature	Turbine
154271	27	Damage	Bearing
154310	2	Acquisition loop	Monitoring
154292	2	Acquisition loop	Monitoring
154351	14	Tank level	OIl
154324	9	High standard deviation	Monitoring
154385	6	Antisurge	Valve
154392	2	Acquisition loop	Monitoring
154398	2	Acquisition loop	Monitoring
154407	5	Speed shaft	GearBox
154365	2	Acquisition loop	Monitoring
154388	9	High standard deviation	Monitoring
154417	30	Temperature	Turbine
154387	21	Gas	Turbine
154432	35	Supply temperature	Oil
154401	29	Fuel gas	Combustion
154411	9	High standard deviation	Monitoring
154825	19	 Exhaust thermocouple	Turbine
154430	10	Drive end	Compressor
154478	24	Temperature	Bearing
154431	34	Bleed	Valve
154457	30	Temperature	Turbine
154451	30	Temperature	Turbine
154509	21	Gas	Turbine
154479	9	High standard deviation	Monitoring
154477	9	High standard deviation	Monitoring
154471	7	Sump/Scavange	Oil
154522	35	Supply temperature	Oil
154517	7	Sump/Scavange	Oil
154519	5	Speed shaft	GearBox
154566	25	Tank pressure	Oil
154577	25	Tank pressure	Oil
154632	21	Gas	Turbine
154600	30	Temperature	Turbine
154620	9	High standard deviation	Monitoring
154579	4	Unrealistic trend	Monitoring
154587	7	Sump/Scavange	Oil
154598	30	Temperature	Turbine
154649	9	High standard deviation	Monitoring
154617	9	High standard deviation	Monitoring
154665	30	Temperature	Turbine
154650	13	Lean/Lean mode	Combustion
154683	21	Gas	Turbine
154662	7	Sump/Scavange	Oil
154628	32	Consumption	Oil
154675	30	Temperature	Turbine
154668	34	Bleed	Valve
154703	2	Acquisition loop	Monitoring
154686	30	Temperature	Turbine
154723	8	Mineral oil filter pressure	Oil
154716	4	Unrealistic trend	Monitoring
154722	14	Tank level	OIl
154718	21	Gas	Turbine
154767	16	ABAL system	Combustion
154765	12	Discharge temperature	Compressor
154745	2	Acquisition loop	Monitoring
154780	9	High standard deviation	Monitoring
154760	4	Unrealistic trend	Monitoring
154797	7	Sump/Scavange	Oil
154796	4	Unrealistic trend	Monitoring
154779	11	Out of normal range	Monitoring
154775	5	Speed shaft	GearBox
154761	21	Gas	Turbine
154763	30	Temperature	Turbine
154787	13	Lean/Lean mode	Combustion
154817	17	Primary vent	Compressor
154785	3	Header temperature	Oil
154782	15	Speed	Clutch
154800	21	Gas	Turbine
154784	30	Temperature	Turbine
154821	2	Acquisition loop	Monitoring
154831	1	Vibration	Turbine
154841	4	Unrealistic trend	Monitoring
154837	23	Resistence	Transmitter
154850	9	High standard deviation	Monitoring
154857	16	ABAL system	Combustion
154860	16	ABAL system	Combustion
154861	16	ABAL system	Combustion
154885	25	Tank pressure	Oil
154933	4	Unrealistic trend	Monitoring
154956	16	ABAL system	Combustion
154941	21	Gas	Turbine
154927	31	Significantly different	Monitoring
154947	2	Acquisition loop	Monitoring
154929	30	Temperature	Turbine
154981	25	Tank pressure	Oil
154975	26	Gas	Seal
154938	30	Temperature	Turbine
154945	21	Gas	Turbine
154943	14	Tank level	OIl
154985	2	Acquisition loop	Monitoring
154973	4	Unrealistic trend	Monitoring
154964	19	 Exhaust thermocouple	Turbine
155009	21	Gas	Turbine
155019	30	Temperature	Turbine
154959	31	Significantly different	Monitoring
155018	18	Ventilation	Turbine
155028	4	Unrealistic trend	Monitoring
155073	7	Sump/Scavange	Oil
155017	21	Gas	Turbine
155016	23	Resistence	Transmitter
155032	4	Unrealistic trend	Monitoring
155090	2	Acquisition loop	Monitoring
155084	2	Acquisition loop	Monitoring
155107	35	Supply temperature	Oil
155101	29	Fuel gas	Combustion
155103	25	Tank pressure	Oil
155150	4	Unrealistic trend	Monitoring
155139	8	Mineral oil filter pressure	Oil
155164	35	Supply temperature	Oil
155121	7	Sump/Scavange	Oil
155142	14	Tank level	OIl
155127	7	Sump/Scavange	Oil
155168	16	ABAL system	Combustion
155183	5	Speed shaft	GearBox
155162	29	Fuel gas	Combustion
155147	9	High standard deviation	Monitoring
155152	26	Gas	Seal
155216	15	Speed	Clutch
155209	15	Speed	Clutch
155178	19	 Exhaust thermocouple	Turbine
155212	9	High standard deviation	Monitoring
155225	34	Bleed	Valve
155199	18	Ventilation	Turbine
155202	26	Gas	Seal
155188	23	Resistence	Transmitter
155185	30	Temperature	Turbine
155227	24	Temperature	Bearing
155219	9	High standard deviation	Monitoring
155254	25	Tank pressure	Oil
155239	4	Unrealistic trend	Monitoring
155253	2	Acquisition loop	Monitoring
155260	9	High standard deviation	Monitoring
155256	24	Temperature	Bearing
155247	9	High standard deviation	Monitoring
155309	2	Acquisition loop	Monitoring
155280	9	High standard deviation	Monitoring
155318	2	Acquisition loop	Monitoring
155328	2	Acquisition loop	Monitoring
155315	30	Temperature	Turbine
155393	26	Gas	Seal
155407	25	Tank pressure	Oil
155387	20	Hydraulic oil filter pressure	Oil
155395	19	 Exhaust thermocouple	Turbine
156213	2	Acquisition loop	Monitoring
155423	9	High standard deviation	Monitoring
155501	7	Sump/Scavange	Oil
155497	31	Significantly different	Monitoring
155419	29	Fuel gas	Combustion
155426	14	Tank level	OIl
155442	30	Temperature	Turbine
155445	9	High standard deviation	Monitoring
155452	4	Unrealistic trend	Monitoring
155455	4	Unrealistic trend	Monitoring
155450	4	Unrealistic trend	Monitoring
155457	30	Temperature	Turbine
155418	11	Out of normal range	Monitoring
155414	24	Temperature	Bearing
155451	30	Temperature	Turbine
155471	2	Acquisition loop	Monitoring
155469	25	Tank pressure	Oil
155506	6	Antisurge	Valve
155463	32	Consumption	Oil
155490	13	Lean/Lean mode	Combustion
155468	26	Gas	Seal
155502	28	Flame	Combustion
155483	2	Acquisition loop	Monitoring
155470	12	Discharge temperature	Compressor
155494	30	Temperature	Turbine
155520	35	Supply temperature	Oil
155481	18	Ventilation	Turbine
155477	30	Temperature	Turbine
155489	29	Fuel gas	Combustion
155555	11	Out of normal range	Monitoring
155547	3	Header temperature	Oil
155509	29	Fuel gas	Combustion
155546	4	Unrealistic trend	Monitoring
155616	4	Unrealistic trend	Monitoring
155557	30	Temperature	Turbine
155573	3	Header temperature	Oil
155643	1	Vibration	Turbine
155593	2	Acquisition loop	Monitoring
155638	11	Out of normal range	Monitoring
155621	4	Unrealistic trend	Monitoring
155619	2	Acquisition loop	Monitoring
155612	2	Acquisition loop	Monitoring
155684	4	Unrealistic trend	Monitoring
155649	15	Speed	Clutch
155650	9	High standard deviation	Monitoring
155659	9	High standard deviation	Monitoring
155641	9	High standard deviation	Monitoring
155773	4	Unrealistic trend	Monitoring
155701	26	Gas	Seal
155670	31	Significantly different	Monitoring
155796	2	Acquisition loop	Monitoring
155781	16	ABAL system	Combustion
155755	26	Gas	Seal
155733	30	Temperature	Turbine
155771	9	High standard deviation	Monitoring
155732	23	Resistence	Transmitter
155757	9	High standard deviation	Monitoring
155864	9	High standard deviation	Monitoring
155780	29	Fuel gas	Combustion
155814	21	Gas	Turbine
155768	17	Primary vent	Compressor
155818	22	Filter	Air
155786	9	High standard deviation	Monitoring
155782	16	ABAL system	Combustion
155804	4	Unrealistic trend	Monitoring
155822	13	Lean/Lean mode	Combustion
155799	30	Temperature	Turbine
155825	7	Sump/Scavange	Oil
155842	22	Filter	Air
155824	4	Unrealistic trend	Monitoring
155823	1	Vibration	Turbine
155832	11	Out of normal range	Monitoring
155830	4	Unrealistic trend	Monitoring
155845	2	Acquisition loop	Monitoring
155843	25	Tank pressure	Oil
155827	24	Temperature	Bearing
155877	5	Speed shaft	GearBox
155859	1	Vibration	Turbine
155863	4	Unrealistic trend	Monitoring
155862	4	Unrealistic trend	Monitoring
155871	25	Tank pressure	Oil
155893	2	Acquisition loop	Monitoring
155848	23	Resistence	Transmitter
155890	2	Acquisition loop	Monitoring
155918	4	Unrealistic trend	Monitoring
155921	4	Unrealistic trend	Monitoring
155892	21	Gas	Turbine
155889	2	Acquisition loop	Monitoring
155903	25	Tank pressure	Oil
155906	22	Filter	Air
155919	7	Sump/Scavange	Oil
155959	16	ABAL system	Combustion
155962	4	Unrealistic trend	Monitoring
156015	2	Acquisition loop	Monitoring
156030	9	High standard deviation	Monitoring
156022	14	Tank level	OIl
156023	9	High standard deviation	Monitoring
156032	18	Ventilation	Turbine
156025	18	Ventilation	Turbine
156129	34	Bleed	Valve
156066	24	Temperature	Bearing
156040	4	Unrealistic trend	Monitoring
156029	1	Vibration	Turbine
156065	2	Acquisition loop	Monitoring
156013	4	Unrealistic trend	Monitoring
156027	32	Consumption	Oil
156058	22	Filter	Air
156081	34	Bleed	Valve
156125	2	Acquisition loop	Monitoring
156336	4	Unrealistic trend	Monitoring
156137	29	Fuel gas	Combustion
156127	7	Sump/Scavange	Oil
156147	31	Significantly different	Monitoring
156130	15	Speed	Clutch
155488	30	Temperature	Turbine
156088	16	ABAL system	Combustion
156182	30	Temperature	Turbine
156152	5	Speed shaft	GearBox
156156	4	Unrealistic trend	Monitoring
156341	5	Speed shaft	GearBox
156176	31	Significantly different	Monitoring
156200	9	High standard deviation	Monitoring
156230	30	Temperature	Turbine
156231	30	Temperature	Turbine
156196	34	Bleed	Valve
156407	16	ABAL system	Combustion
156240	2	Acquisition loop	Monitoring
156211	14	Tank level	OIl
156275	11	Out of normal range	Monitoring
156281	34	Bleed	Valve
156269	14	Tank level	OIl
156308	13	Lean/Lean mode	Combustion
